1,商品咨询,"&lt;p&gt;
	请写明商品链接，或平台货号。
&lt;/p&gt;
&lt;p&gt;
	如果您对商品规格、介绍等有疑问，可以在商品详情页“购买咨询”处发起咨询，会得到及时专业的回复。
&lt;/p&gt;",255
2,订单咨询,"&lt;p&gt;
	请写明要咨询的订单编号。
&lt;/p&gt;
&lt;p&gt;
	如需处理交易中产生的纠纷，请选择投诉。
&lt;/p&gt;",255
