2019-01-26 16:19:22,1,"b'{""clientType"":1,""content"":[{""msgText"":""\xe6\x88\x91\xe5\x9c\xa8\xe7\xba\xbf\xe5\x95\xa6!""}],""font"":[""\xe5\xbe\xae\xe8\xbd\xaf\xe9\x9b\x85\xe9\xbb\x91"",16,0,0,0,0],""msgType"":1,""time"":1548490762}\n'",,27,1
2019-01-26 16:19:26,2,"b'{""clientType"":1,""content"":[{""msgText"":""\xe6\x88\x91\xe5\x9c\xa8\xe7\xba\xbf\xe5\x95\xa6!""}],""font"":[""\xe5\xbe\xae\xe8\xbd\xaf\xe9\x9b\x85\xe9\xbb\x91"",16,0,0,0,0],""msgType"":1,""time"":1548490765}\n'",,9,1
2019-01-26 16:19:32,3,"b'{""clientType"":1,""content"":[{""msgText"":""\xe6\x88\x91\xe5\x9c\xa8\xe7\xba\xbf\xe5\x95\xa6!""}],""font"":[""\xe5\xbe\xae\xe8\xbd\xaf\xe9\x9b\x85\xe9\xbb\x91"",16,0,0,0,0],""msgType"":1,""time"":1548490772}\n'",,26,1
2019-01-26 16:20:35,4,"b'{""clientType"":1,""content"":[{""msgText"":""\xe6\x88\x91\xe5\x9c\xa8\xe7\xba\xbf\xe5\x95\xa6!""}],""font"":[""\xe5\xbe\xae\xe8\xbd\xaf\xe9\x9b\x85\xe9\xbb\x91"",16,0,0,0,0],""msgType"":1,""time"":1548490834}\n'",,9,1
2019-01-26 16:20:38,5,"b'{""clientType"":1,""content"":[{""msgText"":""\xe6\x88\x91\xe5\x9c\xa8\xe7\xba\xbf\xe5\x95\xa6!""}],""font"":[""\xe5\xbe\xae\xe8\xbd\xaf\xe9\x9b\x85\xe9\xbb\x91"",16,0,0,0,0],""msgType"":1,""time"":1548490838}\n'",,26,1
2019-01-26 16:20:40,6,"b'{""clientType"":1,""content"":[{""msgText"":""\xe6\x88\x91\xe5\x9c\xa8\xe7\xba\xbf\xe5\x95\xa6!""}],""font"":[""\xe5\xbe\xae\xe8\xbd\xaf\xe9\x9b\x85\xe9\xbb\x91"",16,0,0,0,0],""msgType"":1,""time"":1548490840}\n'",,27,1
2019-01-26 16:21:05,7,"b'{""msgType"":1,""time"":1548490862,""clientType"":1,""font"":[""\xe5\xbe\xae\xe8\xbd\xaf\xe9\x9b\x85\xe9\xbb\x91"",12,0,0,0,0],""content"":[{""msgText"":""\xe8\xbe\xbe\xe7\x89\xb9""}]}'",,1,27
2019-01-26 16:21:06,8,"b'{""clientType"":1,""content"":[{""msgText"":""\xe4\xbf\xa1\xe6\x81\xaf\xe5\xb7\xb2\xe9\x80\x81\xe8\xbe\xbe""}],""font"":[""\xe5\xbe\xae\xe8\xbd\xaf\xe9\x9b\x85\xe9\xbb\x91"",16,0,0,0,0],""msgType"":1,""time"":1548490865}\n'",,27,1
2019-01-26 16:21:11,9,"b'{""msgType"":1,""time"":1548490868,""clientType"":1,""font"":[""\xe5\xbe\xae\xe8\xbd\xaf\xe9\x9b\x85\xe9\xbb\x91"",12,0,0,0,0],""content"":[{""msgText"":""date""}]}'",,1,27
2019-01-26 16:21:12,10,"b'{""clientType"":1,""content"":[{""msgText"":""\xe4\xbf\xa1\xe6\x81\xaf\xe5\xb7\xb2\xe9\x80\x81\xe8\xbe\xbe""}],""font"":[""\xe5\xbe\xae\xe8\xbd\xaf\xe9\x9b\x85\xe9\xbb\x91"",16,0,0,0,0],""msgType"":1,""time"":1548490872}\n'",,27,1
2019-01-26 17:19:48,11,"b'{""clientType"":1,""content"":[{""msgText"":""\xe6\x88\x91\xe5\x9c\xa8\xe7\xba\xbf\xe5\x95\xa6!""}],""font"":[""\xe5\xbe\xae\xe8\xbd\xaf\xe9\x9b\x85\xe9\xbb\x91"",16,0,0,0,0],""msgType"":1,""time"":1548494388}\n'",,28,1
2019-01-27 20:06:17,12,"b'{""clientType"":1,""content"":[{""msgText"":""\xe6\x88\x91\xe5\x9c\xa8\xe7\xba\xbf\xe5\x95\xa6!""}],""font"":[""\xe5\xbe\xae\xe8\xbd\xaf\xe9\x9b\x85\xe9\xbb\x91"",16,0,0,0,0],""msgType"":1,""time"":1548590777}\n'",,26,1
2019-01-27 20:06:20,13,"b'{""clientType"":1,""content"":[{""msgText"":""\xe6\x88\x91\xe5\x9c\xa8\xe7\xba\xbf\xe5\x95\xa6!""}],""font"":[""\xe5\xbe\xae\xe8\xbd\xaf\xe9\x9b\x85\xe9\xbb\x91"",16,0,0,0,0],""msgType"":1,""time"":1548590780}\n'",,9,1
2019-01-27 20:06:23,14,"b'{""clientType"":1,""content"":[{""msgText"":""\xe6\x88\x91\xe5\x9c\xa8\xe7\xba\xbf\xe5\x95\xa6!""}],""font"":[""\xe5\xbe\xae\xe8\xbd\xaf\xe9\x9b\x85\xe9\xbb\x91"",16,0,0,0,0],""msgType"":1,""time"":1548590783}\n'",,28,1
2019-01-27 20:06:24,15,"b'{""clientType"":1,""content"":[{""msgText"":""\xe6\x88\x91\xe5\x9c\xa8\xe7\xba\xbf\xe5\x95\xa6!""}],""font"":[""\xe5\xbe\xae\xe8\xbd\xaf\xe9\x9b\x85\xe9\xbb\x91"",16,0,0,0,0],""msgType"":1,""time"":1548590784}\n'",,27,1
2019-01-28 02:51:20,16,"b'{""clientType"":1,""content"":[{""msgText"":""\xe6\x88\x91\xe5\x9c\xa8\xe7\xba\xbf\xe5\x95\xa6!""}],""font"":[""\xe5\xbe\xae\xe8\xbd\xaf\xe9\x9b\x85\xe9\xbb\x91"",16,0,0,0,0],""msgType"":1,""time"":1548615080}\n'",,26,1
2019-01-28 08:59:13,17,"b'{""clientType"":1,""content"":[{""msgText"":""\xe6\x88\x91\xe5\x9c\xa8\xe7\xba\xbf\xe5\x95\xa6!""}],""font"":[""\xe5\xbe\xae\xe8\xbd\xaf\xe9\x9b\x85\xe9\xbb\x91"",16,0,0,0,0],""msgType"":1,""time"":1548637152}\n'",,28,1
2019-01-28 09:02:56,18,"b'{""clientType"":1,""content"":[{""msgText"":""\xe6\x88\x91\xe5\x9c\xa8\xe7\xba\xbf\xe5\x95\xa6!""}],""font"":[""\xe5\xbe\xae\xe8\xbd\xaf\xe9\x9b\x85\xe9\xbb\x91"",16,0,0,0,0],""msgType"":1,""time"":1548637374}\n'",,28,1
2019-01-28 09:07:21,19,"b'{""clientType"":1,""content"":[{""msgText"":""\xe6\x88\x91\xe5\x9c\xa8\xe7\xba\xbf\xe5\x95\xa6!""}],""font"":[""\xe5\xbe\xae\xe8\xbd\xaf\xe9\x9b\x85\xe9\xbb\x91"",16,0,0,0,0],""msgType"":1,""time"":1548637641}\n'",,28,1
2019-01-28 11:34:08,20,"b'{""clientType"":1,""content"":[{""msgText"":""\xe6\x88\x91\xe5\x9c\xa8\xe7\xba\xbf\xe5\x95\xa6!""}],""font"":[""\xe5\xbe\xae\xe8\xbd\xaf\xe9\x9b\x85\xe9\xbb\x91"",16,0,0,0,0],""msgType"":1,""time"":1548646448}\n'",,26,1
2019-01-28 11:34:09,21,"b'{""clientType"":1,""content"":[{""msgText"":""\xe6\x88\x91\xe5\x9c\xa8\xe7\xba\xbf\xe5\x95\xa6!""}],""font"":[""\xe5\xbe\xae\xe8\xbd\xaf\xe9\x9b\x85\xe9\xbb\x91"",16,0,0,0,0],""msgType"":1,""time"":1548646449}\n'",,27,1
2019-01-28 11:34:14,22,"b'{""clientType"":1,""content"":[{""msgText"":""\xe6\x88\x91\xe5\x9c\xa8\xe7\xba\xbf\xe5\x95\xa6!""}],""font"":[""\xe5\xbe\xae\xe8\xbd\xaf\xe9\x9b\x85\xe9\xbb\x91"",16,0,0,0,0],""msgType"":1,""time"":1548646454}\n'",,28,1
