17,16,3,1|2|3|4,0
30,8,1,2|3|4|5|6,0
29,16,52,1|2|3|4,0
19,5,1,1|2|3|4,1
31,16,2,1|2|3|4,0
41,3,1,1|2|3|4|5|6,0
48,16,54,2|3|4|5|6,0
36,16,1,1|2|3|4,0
35,3,54,2,0
51,41,1,1|5,0
52,34,1,1|2|3|4|5|6,0
46,18,1,2|3|4,0
47,16,53,2|3|4|5|6,0
50,37,1,1|2|5,0
