1,SMT系统组线,2,"<p>产线1</p><p><span style=""white-space:pre"">	</span>zdd-2018112210</p><p><span style=""white-space:pre"">		</span>DevID=1</p><p><span style=""white-space:pre"">			</span>JUKI_FX_3L左</p><p><span style=""white-space:pre"">		</span>DevID=2</p><p><span style=""white-space:pre"">			</span>JUKI_FX_3L右</p><p><span style=""white-space:pre"">	</span>zdd-2018112209</p><p><span style=""white-space:pre"">		</span>DevID=1</p><p><span style=""white-space:pre"">			</span>JUKI_KE_3010AL</p><p><span style=""white-space:pre"">		</span>DevID=2</p><p><span style=""white-space:pre"">			</span>JUKI_KE_2080L</p><p>产线2</p><p><span style=""white-space:pre"">	</span>zdd-2018112207</p><p><span style=""white-space:pre"">		</span>DevID=1</p><p><span style=""white-space:pre"">			</span>JUKI_KE_3010AL</p><p><span style=""white-space:pre"">	</span>zdd-2018112204</p><p><span style=""white-space:pre"">		</span>DevID=1</p><p><span style=""white-space:pre"">			</span>JUKI_KE_2080L</p><p><span style=""white-space:pre"">		</span>DevID=2</p><p><span style=""white-space:pre"">			</span>JUKI_KE_2080L</p><p><span style=""white-space:pre"">	</span>zdd-2018112208</p><p><span style=""white-space:pre"">		</span>DevID=1</p><p><span style=""white-space:pre"">			</span>JUKI_FX_3L左</p><p><span style=""white-space:pre"">		</span>DevID=2</p><p><span style=""white-space:pre"">			</span>JUKI_FX_3L右</p><p>产线3</p><p><span style=""white-space:pre"">	</span>zdd-2018112206</p><p><span style=""white-space:pre"">		</span>DevID=1</p><p><span style=""white-space:pre"">			</span>JUKI_RS_1</p><p><span style=""white-space:pre"">				</span>生产A任务</p><p><span style=""white-space:pre"">	</span>zdd-2018112205</p><p><span style=""white-space:pre"">		</span>DevID=1</p><p><span style=""white-space:pre"">			</span>JUKI_KE_2060L</p><p><br/></p>",255,https://shop.zuoduoduo.cn/api/template/group_list.html
2,内部成员管理,2,<p>1：薛秦刚</p><p>2：袁宇</p><p>3：奉杰东</p>,255,
3,标杆工厂,2,,255,https://shop.zuoduoduo.cn/api/template/mine.html?t=999
4,历史数据查询,2,,255,https://shop.zuoduoduo.cn/api/template/report_index.html
