ETEST1T,2019-03-02 10:42:15,ESTTEST001。,9a1d68a8a98765fd8c42814a2466a49d,40,1,0,2,,1551494500,0,1551494534,0
ETEST1T,2019-03-02 10:42:16,ESTTEST001。,9a1d68a8a98765fd8c42814a2466a49d,40,2,0,2,,1551494500,1551494534,1551494534,0
E630261,2019-03-02 11:04:37,传送基板错误 :|OUT缓冲区搬出基板超时。,41f2af52698653ae49ba6940781310e6,9,3,0,3,,1551375473,0,1551495876,0
E630227,2019-03-02 11:04:38,传送基板错误 :|入口传感器OFF超时。,41f2af52698653ae49ba6940781310e6,9,4,0,3,,1551387424,0,1551495876,0
E630227,2019-03-02 11:04:38,传送基板错误 :|入口传感器OFF超时。,41f2af52698653ae49ba6940781310e6,9,5,0,3,,1551409778,0,1551495876,0
E630227,2019-03-02 11:04:38,传送基板错误 :|入口传感器OFF超时。,41f2af52698653ae49ba6940781310e6,9,6,0,3,,1551416379,0,1551495876,0
E630227,2019-03-02 11:04:38,传送基板错误 :|入口传感器OFF超时。,41f2af52698653ae49ba6940781310e6,9,7,0,3,,1551417356,0,1551495876,0
E630261,2019-03-02 11:04:38,传送基板错误 :|OUT缓冲区搬出基板超时。,41f2af52698653ae49ba6940781310e6,9,8,0,3,,1551418842,0,1551495876,0
E630227,2019-03-02 11:04:39,传送基板错误 :|入口传感器OFF超时。,41f2af52698653ae49ba6940781310e6,9,9,0,3,,1551419116,0,1551495876,0
E630261,2019-03-02 11:04:39,传送基板错误 :|OUT缓冲区搬出基板超时。,41f2af52698653ae49ba6940781310e6,9,10,0,3,,1551419645,0,1551495876,0
E630261,2019-03-02 11:04:39,传送基板错误 :|OUT缓冲区搬出基板超时。,41f2af52698653ae49ba6940781310e6,9,11,0,3,,1551420048,0,1551495876,0
E630227,2019-03-02 11:04:39,传送基板错误 :|入口传感器OFF超时。,41f2af52698653ae49ba6940781310e6,9,12,0,3,,1551446291,0,1551495876,0
E630224,2019-03-02 11:04:39,传送基板错误 :|入口缓冲区搬入基板超过时间。,41f2af52698653ae49ba6940781310e6,9,13,0,3,,1551458619,0,1551495876,0
E630227,2019-03-02 11:04:40,传送基板错误 :|入口传感器OFF超时。,41f2af52698653ae49ba6940781310e6,9,14,0,3,,1551458676,0,1551495876,0
E630227,2019-03-02 11:04:40,传送基板错误 :|入口传感器OFF超时。,41f2af52698653ae49ba6940781310e6,9,15,0,3,,1551467006,0,1551495876,0
E630227,2019-03-02 11:04:40,传送基板错误 :|入口传感器OFF超时。,41f2af52698653ae49ba6940781310e6,9,16,0,3,,1551476558,0,1551495876,0
E630261,2019-03-02 11:04:40,传送基板错误 :|OUT缓冲区搬出基板超时。,41f2af52698653ae49ba6940781310e6,9,17,0,3,,1551477056,0,1551495876,0
E630227,2019-03-02 11:04:40,传送基板错误 :|入口传感器OFF超时。,41f2af52698653ae49ba6940781310e6,9,18,0,3,,1551483308,0,1551495876,0
E630261,2019-03-02 11:04:41,传送基板错误 :|OUT缓冲区搬出基板超时。,41f2af52698653ae49ba6940781310e6,9,19,0,3,,1551375473,1551495876,1551495876,0
E630227,2019-03-02 11:04:41,传送基板错误 :|入口传感器OFF超时。,41f2af52698653ae49ba6940781310e6,9,20,0,3,,1551387424,1551495876,1551495876,0
E630227,2019-03-02 11:04:41,传送基板错误 :|入口传感器OFF超时。,41f2af52698653ae49ba6940781310e6,9,21,0,3,,1551409778,1551495876,1551495876,0
E630227,2019-03-02 11:04:41,传送基板错误 :|入口传感器OFF超时。,41f2af52698653ae49ba6940781310e6,9,22,0,3,,1551416379,1551495876,1551495876,0
E630227,2019-03-02 11:04:41,传送基板错误 :|入口传感器OFF超时。,41f2af52698653ae49ba6940781310e6,9,23,0,3,,1551417356,1551495876,1551495876,0
E630261,2019-03-02 11:04:42,传送基板错误 :|OUT缓冲区搬出基板超时。,41f2af52698653ae49ba6940781310e6,9,24,0,3,,1551418842,1551495876,1551495876,0
E630227,2019-03-02 11:04:42,传送基板错误 :|入口传感器OFF超时。,41f2af52698653ae49ba6940781310e6,9,25,0,3,,1551419116,1551495876,1551495876,0
E630261,2019-03-02 11:04:42,传送基板错误 :|OUT缓冲区搬出基板超时。,41f2af52698653ae49ba6940781310e6,9,26,0,3,,1551419645,1551495876,1551495876,0
E630261,2019-03-02 11:04:42,传送基板错误 :|OUT缓冲区搬出基板超时。,41f2af52698653ae49ba6940781310e6,9,27,0,3,,1551420048,1551495876,1551495876,0
E630227,2019-03-02 11:04:42,传送基板错误 :|入口传感器OFF超时。,41f2af52698653ae49ba6940781310e6,9,28,0,3,,1551446291,1551495876,1551495876,0
E630224,2019-03-02 11:04:43,传送基板错误 :|入口缓冲区搬入基板超过时间。,41f2af52698653ae49ba6940781310e6,9,29,0,3,,1551458619,1551495876,1551495876,0
E630227,2019-03-02 11:04:43,传送基板错误 :|入口传感器OFF超时。,41f2af52698653ae49ba6940781310e6,9,30,0,3,,1551458676,1551495876,1551495876,0
E630227,2019-03-02 11:04:43,传送基板错误 :|入口传感器OFF超时。,41f2af52698653ae49ba6940781310e6,9,31,0,3,,1551467006,1551495876,1551495876,0
E630227,2019-03-02 11:04:43,传送基板错误 :|入口传感器OFF超时。,41f2af52698653ae49ba6940781310e6,9,32,0,3,,1551476558,1551495876,1551495876,0
